season;player_name;age;market_value[EUR];team_left;team_joined;transfer_fee[EUR]
21/22;Jose Sa;28;7500000;Olympiacos;Wolves;8000000
21/22;Junior Alonso;28;7000000;Atletico-MG;Krasnodar;8000000
21/22;Nuno Tavares;21;7000000;Benfica;Arsenal;8000000
21/22;Aster Vranckx;18;6800000;KV Mechelen;VfL Wolfsburg;8000000
21/22;Shamar Nicholson;24;6500000;RSC Charleroi;Spartak Moscow;8000000
21/22;Rodrigo Muniz;20;3000000;Flamengo;Fulham;8000000
21/22;Marcus Edwards;23;13000000;Vit. Guimaraes;Sporting CP;7750000
21/22;Wylan Cyprien;26;6000000;OGC Nice;Parma;7650000
21/22;Michael;25;7000000;Flamengo;Al-Hilal SFC;7600000
21/22;Alban Lafont;22;10000000;Fiorentina;FC Nantes;7500000
21/22;Ivan Ilic;20;8000000;Man City U23;Hellas Verona;7500000
21/22;Maximilian Philipp;27;7000000;Dynamo Moscow;VfL Wolfsburg;7500000
21/22;Dimitrios Giannoulis;25;7000000;PAOK Salonika;Norwich;7500000
21/22;Amine Adli;21;6000000;Toulouse;B. Leverkusen;7500000
21/22;Lyanco;24;5000000;Torino;Southampton;7500000
21/22;Erik Botheim;21;4000000;Bodo/Glimt;Krasnodar;7500000
21/22;Denis Makarov;23;4000000;Rubin Kazan;Dynamo Moscow;7500000
21/22;Matteo Lovato;21;7000000;Hellas Verona;Atalanta BC;7200000
21/22;Toma Basic;24;9000000;G. Bordeaux;Lazio;7100000
21/22;Marco Richter;23;5000000;FC Augsburg;Hertha BSC;7100000
21/22;Nuno Mendes;19;40000000;Sporting CP;Paris SG;7000000
21/22;Moise Kean;21;35000000;Everton;Juventus;7000000
21/22;Mitchel Bakker;21;10000000;Paris SG;B. Leverkusen;7000000
21/22;Xherdan Shaqiri;30;8000000;Olympique Lyon;Chicago;7000000
21/22;Niklas Dorsch;23;8000000;KAA Gent;FC Augsburg;7000000
21/22;Will Hughes;26;7000000;Watford;Crystal Palace;7000000
21/22;Jesper Lindstrom;21;7000000;Brondby IF;E. Frankfurt;7000000
21/22;Gyrano Kerk;25;6000000;FC Utrecht;Loko Moscow;7000000
21/22;Anders Dreyer;23;6000000;FC Midtjylland;Rubin Kazan;7000000
21/22;Deniz Undav;25;5000000;Union SG;Brighton;7000000
21/22;Manuel Ugarte;20;5000000;Famalicao;Sporting CP;7000000
21/22;Jesus Angulo;23;4000000;Atlas;Tigres UANL;7000000
21/22;Victor Nelsson;22;3500000;FC Copenhagen;Galatasaray;7000000
21/22;Mert Cetin;24;2800000;AS Roma;Hellas Verona;7000000
21/22;Konstantin Maradishvili;21;2500000;CSKA Moscow;Loko Moscow;7000000
21/22;Edon Zhegrova;22;2000000;FC Basel;LOSC Lille;7000000
21/22;Billal Brahimi;21;1200000;Angers SCO;OGC Nice;7000000
21/22;Bryan Reynolds;20;6000000;Dallas;AS Roma;6850000
21/22;Facundo Torres;21;6000000;Penarol;Orlando;6820000
21/22;Martin Payero;22;5000000;Banfield;Middlesbrough;6750000
21/22;Kevin Paredes;18;4000000;D.C. United;VfL Wolfsburg;6680000
21/22;Ismail Jakobs;21;7000000;1. FC Koln;Monaco;6500000
21/22;Robert Andrich;26;7000000;Union Berlin;B. Leverkusen;6500000
21/22;Alexandru Cicaldau;24;6500000;CS U Craiova;Galatasaray;6500000
21/22;Kevin Lasagna;28;6000000;Udinese Calcio;Hellas Verona;6500000
21/22;Sead Haksabanovic;22;5500000;Norrkoping;Rubin Kazan;6500000
21/22;Stanley Nsoki;22;5000000;OGC Nice;Club Brugge;6500000
21/22;Ederson;22;5000000;Corinthians;Salernitana;6500000
21/22;Kelvin Yeboah;21;4000000;Sturm Graz;Genoa;6500000
21/22;Sebastian Driussi;25;7500000;Zenit S-Pb;Austin;6400000
21/22;Andreas Skov Olsen;22;6500000;Bologna;Club Brugge;6400000
21/22;Alan Velasco;19;12000000;Independiente;Dallas;6360000
21/22;Tajon Buchanan;22;8500000;New England;Club Brugge;6360000
21/22;Piero Hincapie;19;8000000;CA Talleres;B. Leverkusen;6350000
21/22;Ake Loba;23;3000000;Monterrey;Nashville;6180000
21/22;Joaquin Correa;27;30000000;Lazio;Inter;6000000
21/22;Trincao;21;22000000;Barcelona;Wolves;6000000
21/22;Noa Lang;22;22000000;Ajax;Club Brugge;6000000
21/22;Patrick de Paula;22;16000000;Palmeiras;Botafogo;6000000
21/22;Thomas Delaney;29;15000000;Bor. Dortmund;Sevilla FC;6000000
21/22;Antonin Barak;26;14000000;Udinese Calcio;Hellas Verona;6000000
21/22;Xherdan Shaqiri;29;12000000;Liverpool;Olympique Lyon;6000000
21/22;Jakub Jankto;25;11000000;Sampdoria;Getafe;6000000
21/22;Marko Arnautovic;32;10000000;SH Port;Bologna;6000000
21/22;Davide Zappacosta;29;8000000;Chelsea;Atalanta BC;6000000
21/22;Joey Veerman;23;7000000;Heerenveen;PSV Eindhoven;6000000
21/22;Gianluca Busio;19;6000000;Kansas City;Venezia;6000000
21/22;Pablo Rosario;24;6000000;PSV Eindhoven;OGC Nice;6000000
21/22;Soualiho Meite;27;5000000;Torino;Benfica;6000000
21/22;Igor;23;5000000;SPAL;Fiorentina;6000000
21/22;Ally Samatta;28;4200000;Aston Villa;Fenerbahce;6000000
21/22;Vitinho;22;3500000;Athletico-PR;Dynamo Kyiv;6000000
21/22;Vinicius Tobias;17;3000000;Internacional;Shakhtar D.;6000000
21/22;Gabriel Gudmundsson;22;1800000;FC Groningen;LOSC Lille;6000000
21/22;Alexis Beka Beka;20;800000;SM Caen;Loko Moscow;6000000
21/22;David Zima;20;7500000;Slavia Prague;Torino;5900000
21/22;Tino Livramento;18;;Chelsea U23;Southampton;5900000
21/22;Kevin Bonifazi;25;7000000;SPAL;Bologna;5850000
21/22;Angus Gunn;25;3000000;Southampton;Norwich;5850000
21/22;Matias Arezo;19;7000000;River Plate;Granada CF;5700000
21/22;Willian Pacho;20;2500000;Independiente;Royal Antwerp;5570000
21/22;Steven Berghuis;29;12000000;Feyenoord;Ajax;5500000
21/22;Ludwig Augustinsson;27;10000000;Werder Bremen;Sevilla FC;5500000
21/22;Marvin Friedrich;26;10000000;Union Berlin;Bor. M'gladbach;5500000
21/22;Mario Lemina;27;10000000;Southampton;OGC Nice;5500000
21/22;Ricardo Esgaio;28;6000000;SC Braga;Sporting CP;5500000
21/22;Ernesto Torregrossa;29;5500000;Brescia;Sampdoria;5500000
21/22;Thomas Henry;26;5000000;OH Leuven;Venezia;5500000
22/23;Enzo Fernandez;22;55000000;Benfica;Chelsea;121000000
22/23;Antony;22;35000000;Ajax;Man Utd;95000000
22/23;Wesley Fofana;21;40000000;Leicester;Chelsea;80400000
22/23;Aurelien Tchouameni;22;60000000;Monaco;Real Madrid;80000000
22/23;Darwin Nunez;23;55000000;Benfica;Liverpool;80000000
22/23;Casemiro;30;40000000;Real Madrid;Man Utd;70650000
22/23;Mykhaylo Mudryk;22;40000000;Shakhtar D.;Chelsea;70000000
22/23;Alexander Isak;22;30000000;Real Sociedad;Newcastle;70000000
22/23;Matthijs de Ligt;22;70000000;Juventus;Bayern Munich;67000000
22/23;Marc Cucurella;24;28000000;Brighton;Chelsea;65300000
22/23;Erling Haaland;21;150000000;Bor. Dortmund;Man City;60000000
22/23;Richarlison;25;48000000;Everton;Tottenham;58000000
22/23;Raphinha;25;45000000;Leeds;Barcelona;58000000
22/23;Lisandro Martinez;24;32000000;Ajax;Man Utd;57370000
22/23;Raheem Sterling;27;70000000;Man City;Chelsea;56200000
22/23;Gabriel Jesus;25;50000000;Man City;Arsenal;52200000
22/23;Jules Kounde;23;60000000;Sevilla FC;Barcelona;50000000
22/23;Cristian Romero;24;48000000;Atalanta BC;Tottenham;50000000
22/23;Kalvin Phillips;26;50000000;Leeds;Man City;49000000
22/23;Anthony Gordon;21;40000000;Everton;Newcastle;45600000
22/23;Robert Lewandowski;33;45000000;Bayern Munich;Barcelona;45000000
22/23;Matheus Nunes;23;35000000;Sporting CP;Wolves;45000000
22/23;Enzo Fernandez;21;15000000;River Plate;Benfica;44250000
22/23;Lucas Paqueta;25;35000000;Olympique Lyon;West Ham;42950000
22/23;Federico Chiesa;24;65000000;Fiorentina;Juventus;42500000
22/23;Cody Gakpo;23;60000000;PSV Eindhoven;Liverpool;42000000
22/23;Vitinha;22;30000000;FC Porto;Paris SG;41500000
22/23;Bremer;25;35000000;Torino;Juventus;41000000
22/23;Benoit Badiashile;21;40000000;Monaco;Chelsea;38000000
22/23;Nuno Mendes;20;40000000;Sporting CP;Paris SG;38000000
22/23;Kalidou Koulibaly;31;35000000;SSC Napoli;Chelsea;38000000
22/23;Sven Botman;22;30000000;LOSC Lille;Newcastle;37000000
22/23;Gianluca Scamacca;23;30000000;Sassuolo;West Ham;36000000
22/23;Fabio Vieira;22;25000000;FC Porto;Arsenal;35000000
22/23;Oleksandr Zinchenko;25;25000000;Man City;Arsenal;35000000
22/23;Noni Madueke;20;15000000;PSV Eindhoven;Chelsea;35000000
22/23;Nayef Aguerd;26;12000000;Rennes;West Ham;35000000
22/23;Amadou Onana;20;10000000;LOSC Lille;Everton;35000000
22/23;Brenden Aaronson;21;25000000;RB Salzburg;Leeds;32840000
22/23;Goncalo Guedes;25;40000000;Valencia;Wolves;32600000
22/23;Sadio Mane;30;70000000;Liverpool;Bayern Munich;32000000
22/23;Charles De Ketelaere;21;30000000;Club Brugge;AC Milan;32000000
22/23;Vitinha;22;15000000;SC Braga;Marseille;32000000
22/23;Steven Bergwijn;24;18000000;Tottenham;Ajax;31250000
22/23;Diego Carlos;29;40000000;Sevilla FC;Aston Villa;31000000
22/23;Sebastien Haller;28;35000000;Ajax;Bor. Dortmund;31000000
22/23;Karim Adeyemi;20;35000000;RB Salzburg;Bor. Dortmund;30000000
22/23;Malo Gusto;19;15000000;Olympique Lyon;Chelsea;30000000
22/23;Morgan Gibbs-White;22;11000000;Wolves;Nottm Forest;29500000
22/23;Yves Bissouma;25;35000000;Brighton;Tottenham;29200000
22/23;Amine Gouiri;22;42000000;OGC Nice;Rennes;28000000
22/23;Georginio Rutter;20;16000000;TSG Hoffenheim;Leeds;28000000
22/23;David Raum;24;20000000;TSG Hoffenheim;RB Leipzig;26000000
22/23;Luis Sinisterra;23;25000000;Feyenoord;Leeds;25000000
22/23;Kamaldeen Sulemana;20;18000000;Rennes;Southampton;25000000
22/23;Jakub Kiwior;22;8000000;Spezia Calcio;Arsenal;25000000
22/23;Nathan Collins;21;10000000;Burnley;Wolves;24300000
22/23;Leandro Trossard;28;30000000;Brighton;Arsenal;24000000
22/23;Joaquin Correa;27;23000000;Lazio;Inter;23600000
22/23;Fabian Ruiz;26;55000000;SSC Napoli;Paris SG;23000000
22/23;Calvin Bassey;22;10000000;Rangers;Ajax;23000000
22/23;Ilya Zabarnyi;20;15000000;Dynamo Kyiv;Bournemouth;22700000
22/23;Cheick Doucoure;22;15000000;Lens;Crystal Palace;22600000
22/23;Dango Ouattara;20;10000000;FC Lorient;Bournemouth;22500000
22/23;Sofiane Diop;22;20000000;Monaco;OGC Nice;22000000
22/23;Jeremie Boga;25;19000000;Sassuolo;Atalanta BC;22000000
22/23;Ederson;23;13000000;Salernitana;Atalanta BC;21400000
22/23;Merih Demiral;24;25000000;Juventus;Atalanta BC;21000000
22/23;Maxwel Cornet;25;15000000;Burnley;West Ham;20700000
22/23;Taiwo Awoniyi;24;20000000;Union Berlin;Nottm Forest;20500000
22/23;David Carmo;22;15000000;SC Braga;FC Porto;20280000
22/23;Timo Werner;26;35000000;Chelsea;RB Leipzig;20000000
22/23;Nico Schlotterbeck;22;33000000;SC Freiburg;Bor. Dortmund;20000000
22/23;Danilo;21;25000000;Palmeiras;Nottm Forest;20000000
22/23;Joao Palhinha;27;25000000;Sporting CP;Fulham;20000000
22/23;Philippe Coutinho;30;20000000;Barcelona;Aston Villa;20000000
22/23;Nahuel Molina;24;20000000;Udinese Calcio;Atletico Madrid;20000000
22/23;Umar Sadiq;25;18000000;UD Almeria;Real Sociedad;20000000
22/23;Arnaud Kalimuendo;20;18000000;Paris SG;Rennes;20000000
22/23;Neco Williams;21;8000000;Liverpool;Nottm Forest;20000000
22/23;Mathys Tel;17;2000000;Rennes;Bayern Munich;20000000
22/23;Arthur Theate;22;15000000;Bologna;Rennes;19000000
22/23;Keane Lewis-Potter;21;12000000;Hull City;Brentford;19000000
22/23;Hassane Kamara;28;4000000;Watford;Udinese Calcio;19000000
22/23;Joao Gomes;21;15000000;Flamengo;Wolves;18700000
22/23;Ryan Gravenberch;20;35000000;Ajax;Bayern Munich;18500000
22/23;Min-jae Kim;25;14000000;Fenerbahce;SSC Napoli;18050000
22/23;Carlos Soler;25;50000000;Valencia;Paris SG;18000000
22/23;Sasa Kalajdzic;25;25000000;VfB Stuttgart;Wolves;18000000
22/23;Destiny Udogie;19;17000000;Udinese Calcio;Tottenham;18000000
22/23;Paul Onuachu;28;15000000;KRC Genk;Southampton;18000000
22/23;Carney Chukwuemeka;18;6000000;Aston Villa;Chelsea;18000000
22/23;Pervis Estupinan;24;20000000;Villarreal;Brighton;17800000
22/23;Issa Diop;25;10000000;West Ham;Fulham;17800000
22/23;Manuel Akanji;27;30000000;Bor. Dortmund;Man City;17500000
22/23;Matt Targett;26;17000000;Aston Villa;Newcastle;17500000
22/23;Rasmus Hojlund;19;4500000;Sturm Graz;Atalanta BC;17200000
22/23;Dwight McNeil;22;18000000;Burnley;Everton;17000000
22/23;Tyler Adams;23;17000000;RB Leipzig;Leeds;17000000
22/23;Roman Yaremchuk;26;15000000;Benfica;Club Brugge;17000000
22/23;Wout Faes;24;10000000;Stade Reims;Leicester;17000000
22/23;Harry Souttar;24;6000000;Stoke City;Leicester;17000000
22/23;Hee-chan Hwang;26;16000000;RB Leipzig;Wolves;16700000
22/23;Jhon Duran;19;6000000;Chicago;Aston Villa;16640000
22/23;Aaron Hickey;20;18000000;Bologna;Brentford;16500000
22/23;Mathias Olivera;24;15000000;Getafe;SSC Napoli;16500000
22/23;Brian Brobbey;20;9000000;RB Leipzig;Ajax;16350000
22/23;Frank Anguissa;26;30000000;Fulham;SSC Napoli;16000000
22/23;Tanguy Nianzou;20;9000000;Bayern Munich;Sevilla FC;16000000
22/23;Emerson;28;14000000;Chelsea;West Ham;15400000
22/23;David Neres;25;20000000;Shakhtar D.;Benfica;15300000
22/23;Nicolo Zaniolo;23;30000000;AS Roma;Galatasaray;15000000
22/23;Leander Dendoncker;27;28000000;Wolves;Aston Villa;15000000
22/23;Renato Sanches;24;28000000;LOSC Lille;Paris SG;15000000
22/23;Mohamed Camara;22;27000000;RB Salzburg;Monaco;15000000
22/23;Gaetan Laborde;28;18000000;Rennes;OGC Nice;15000000
22/23;Gerson;25;18000000;Marseille;Flamengo;15000000
22/23;Marcos Senesi;25;17000000;Feyenoord;Bournemouth;15000000
22/23;Tyrell Malacia;22;17000000;Feyenoord;Man Utd;15000000
22/23;Mikkel Damsgaard;22;15000000;Sampdoria;Brentford;15000000
22/23;Takumi Minamino;27;12000000;Liverpool;Monaco;15000000
22/23;Cesare Casadei;19;1000000;Inter U19;Chelsea U21;15000000
22/23;Emmanuel Dennis;24;14000000;Watford;Nottm Forest;14800000
22/23;Djed Spence;21;8000000;Middlesbrough;Tottenham;14700000
22/23;Dodo;23;20000000;Shakhtar D.;Fiorentina;14500000
22/23;Brais Mendez;25;18000000;Celta de Vigo;Real Sociedad;14000000
22/23;Everton;26;15000000;Benfica;Flamengo;14000000
22/23;Mohamed Bayo;24;12000000;Clermont Foot;LOSC Lille;14000000
22/23;Gavin Bazunu;20;5000000;Man City U21;Southampton;14000000
22/23;Victor Kristiansen;20;4000000;FC Copenhagen;Leicester;14000000
22/23;Carlos Alcaraz;20;8500000;Racing Club;Southampton;13650000
22/23;Alex Moreno;29;20000000;Real Betis;Aston Villa;13500000
22/23;Filip Kostic;29;24000000;E. Frankfurt;Juventus;13000000
22/23;Adam Hlozek;19;20000000;Sparta Prague;B. Leverkusen;13000000
22/23;Orel Mangala;24;15000000;VfB Stuttgart;Nottm Forest;13000000
22/23;Rasmus Kristensen;24;15000000;RB Salzburg;Leeds;13000000
22/23;Fredrik Aursnes;26;12000000;Feyenoord;Benfica;13000000
22/23;Lucas Gourna-Douath;18;10000000;Saint-Etienne;RB Salzburg;13000000
22/23;Sergio Gomez;21;10000000;RSC Anderlecht;Man City;13000000
22/23;Mattia Viti;20;7000000;FC Empoli;OGC Nice;13000000
22/23;Sekou Mara;20;3000000;G. Bordeaux;Southampton;13000000
22/23;Breel Embolo;25;15000000;Bor. M'gladbach;Monaco;12500000
22/23;Andrey Santos;18;10000000;Vasco da Gama;Chelsea;12500000
22/23;Jorgen Strand Larsen;22;6000000;FC Groningen;Celta de Vigo;12400000
22/23;Romeo Lavia;18;2000000;Man City U21;Southampton;12300000
22/23;Fernando Gorriaran;28;9000000;Santos Laguna;Tigres UANL;12200000
22/23;Xaver Schlager;24;27000000;VfL Wolfsburg;RB Leipzig;12000000
22/23;Thilo Kehrer;25;22000000;Paris SG;West Ham;12000000
22/23;Nordi Mukiele;24;20000000;RB Leipzig;Paris SG;12000000
22/23;Danny Ings;30;16000000;Aston Villa;West Ham;12000000
22/23;Pierre-Emerick Aubameyang;33;15000000;Barcelona;Chelsea;12000000
22/23;Marcao;26;14000000;Galatasaray;Sevilla FC;12000000
22/23;Maximilian Wober;24;12000000;RB Salzburg;Leeds;12000000
22/23;Pau Lopez;27;12000000;AS Roma;Marseille;12000000
22/23;Chris Richards;22;7500000;Bayern Munich;Crystal Palace;12000000
22/23;Stanley Nsoki;23;7000000;Club Brugge;TSG Hoffenheim;12000000
22/23;David Datro Fofana;20;7000000;Molde FK;Chelsea;12000000
22/23;Marc Roca;25;7000000;Bayern Munich;Leeds;12000000
22/23;Naouirou Ahamada;20;5500000;VfB Stuttgart;Crystal Palace;12000000
22/23;Agustin Alvarez;21;4000000;Penarol;Sassuolo;12000000
22/23;Alexis Beka Beka;21;3000000;Loko Moscow;OGC Nice;12000000
22/23;Marcus Tavernier;23;4500000;Middlesbrough;Bournemouth;11900000
22/23;Neal Maupay;26;18000000;Brighton;Everton;11800000
22/23;Julio Enciso;18;11000000;Libertad;Brighton;11600000
22/23;Nick Pope;30;15000000;Burnley;Newcastle;11500000
22/23;Khvicha Kvaratskhelia;21;15000000;Dinamo Batumi;SSC Napoli;11500000
22/23;Youssouf Ndayishimiye;24;7000000;Basaksehir;OGC Nice;11500000
22/23;Jorginho;31;35000000;Chelsea;Arsenal;11300000
22/23;Joao Felix;23;50000000;Atletico Madrid;Chelsea;11000000
22/23;Matteo Guendouzi;23;25000000;Arsenal;Marseille;11000000
22/23;Jordan Veretout;29;17000000;AS Roma;Marseille;11000000
22/23;Momo Cho;18;15000000;Angers SCO;Real Sociedad;11000000
22/23;Armel Bella-Kotchap;20;10000000;VfL Bochum;Southampton;11000000
22/23;Maximo Perrone;20;8500000;Velez Sarsfield;Man City;11000000
22/23;Jean-Victor Makengo;24;7500000;Udinese Calcio;FC Lorient;11000000
22/23;Mario Lemina;29;7000000;OGC Nice;Wolves;11000000
22/23;Amin Sarr;21;3500000;Heerenveen;Olympique Lyon;11000000
22/23;Lyle Foster;22;2000000;KVC Westerlo;Burnley;11000000
22/23;Flynn Downes;23;2000000;Swansea;West Ham;10650000
22/23;Giovanni Simeone;27;17000000;Cagliari Calcio;Hellas Verona;10500000
22/23;Gabriel Sara;23;6500000;Sao Paulo;Norwich;10500000
22/23;James Garner;21;7000000;Man Utd U21;Everton;10400000
22/23;Luis Maximiano;23;12000000;Granada CF;Lazio;10260000
22/23;Gabriel Veron;19;12000000;Palmeiras;FC Porto;10250000
22/23;Antoine Semenyo;23;3000000;Bristol City;Bournemouth;10250000
22/23;Nicolas Ibanez;28;7500000;Pachuca;Tigres UANL;10100000
22/23;Moussa Niakhate;26;18000000;1.FSV Mainz 05;Nottm Forest;10000000
22/23;Jerry St. Juste;25;16000000;1.FSV Mainz 05;Sporting CP;10000000
22/23;Willian Jose;30;12000000;Real Sociedad;Real Betis;10000000
22/23;Owen Wijndal;22;12000000;AZ Alkmaar;Ajax;10000000
22/23;Jakub Kaminski;20;10000000;Lech Poznan;VfL Wolfsburg;10000000
22/23;Borja Mayoral;25;9000000;Real Madrid;Getafe;10000000
22/23;Luis Suarez;24;9000000;Granada CF;Marseille;10000000
22/23;Junya Ito;29;7500000;KRC Genk;Stade Reims;10000000
22/23;Armand Lauriente;23;7000000;FC Lorient;Sassuolo;10000000
22/23;Ruben Vinagre;23;5000000;Wolves;Sporting CP;10000000
22/23;Kristian Thorstvedt;23;5000000;KRC Genk;Sassuolo;10000000
22/23;Giulian Biancone;22;4000000;Troyes;Nottm Forest;10000000
22/23;Jeffinho;23;1500000;Botafogo;Olympique Lyon;10000000
22/23;Lois Openda;22;7500000;Club Brugge;Lens;9800000
22/23;Cucho Hernandez;23;9000000;Watford;Columbus;9550000
22/23;Evander;24;9000000;FC Midtjylland;Portland;9500000
22/23;Jose Manuel Lopez;21;8000000;Lanus;Palmeiras;9500000
22/23;Joao Victor;23;8000000;Corinthians;Benfica;9500000
22/23;Andreas Pereira;26;7500000;Man Utd;Fulham;9500000
22/23;Raphael Onyedika;21;5000000;FC Midtjylland;Club Brugge;9500000
22/23;Ahmetcan Kaplan;19;2800000;Trabzonspor;Ajax;9500000
22/23;Lewis O'Brien;23;3500000;Huddersfield;Nottm Forest;9400000
22/23;Alphonse Areola;29;8000000;Paris SG;West Ham;9300000
22/23;Ademola Lookman;24;10000000;RB Leipzig;Atalanta BC;9200000
22/23;Sasa Lukic;26;13000000;Torino;Fulham;9100000
22/23;Brandon Soppy;20;5000000;Udinese Calcio;Atalanta BC;9100000
22/23;Gabriel Slonina;18;3000000;Chicago;Chelsea;9090000
22/23;Remo Freuler;30;20000000;Atalanta BC;Nottm Forest;9000000
22/23;Mattias Svanberg;23;15000000;Bologna;VfL Wolfsburg;9000000
22/23;Marko Grujic;26;12000000;Liverpool;FC Porto;9000000
22/23;Andreas Schjelderup;18;9000000;Nordsjaelland;Benfica;9000000
22/23;Jonas Omlin;29;7000000;Montpellier;Bor. M'gladbach;9000000
22/23;Perr Schuurs;22;7000000;Ajax;Torino;9000000
22/23;Christopher Wooh;20;3000000;Lens;Rennes;9000000
22/23;Andrea Colpani;23;2400000;Atalanta BC;Monza;9000000
22/23;Andrea Cambiaso;22;5000000;Genoa;Juventus;8800000
22/23;Pedro Porro;22;25000000;Man City;Sporting CP;8770000
22/23;Josip Juranovic;27;9000000;Celtic;Union Berlin;8550000
22/23;Antonin Barak;28;12000000;Hellas Verona;Fiorentina;8500000
22/23;Samuele Ricci;20;12000000;FC Empoli;Torino;8500000
22/23;Joshua Zirkzee;21;11000000;Bayern Munich;Bologna;8500000
22/23;Guglielmo Vicario;25;10000000;Cagliari Calcio;FC Empoli;8500000
22/23;Ritsu Doan;24;8000000;PSV Eindhoven;SC Freiburg;8500000
22/23;Omar Richards;24;7000000;Bayern Munich;Nottm Forest;8500000
22/23;Julien Duranville;16;5000000;RSC Anderlecht;Bor. Dortmund;8500000
22/23;Cengiz Under;24;22000000;AS Roma;Marseille;8400000
22/23;Billy Gilmour;21;12000000;Chelsea;Brighton;8330000
22/23;Rolando Mandragora;25;10000000;Juventus;Fiorentina;8199999
22/23;Jens Petter Hauge;22;8000000;AC Milan;E. Frankfurt;8199999
22/23;Vedat Muriqi;28;7000000;Lazio;RCD Mallorca;8020000
22/23;Raul de Tomas;27;25000000;Espanyol;Rayo Vallecano;8000000
22/23;Arkadiusz Milik;28;16000000;SSC Napoli;Marseille;8000000
22/23;Duje Caleta-Car;25;16000000;Marseille;Southampton;8000000
22/23;Azzedine Ounahi;22;15000000;Angers SCO;Marseille;8000000
22/23;Luiz Henrique;21;12000000;Fluminense;Real Betis;8000000
22/23;Matheus Henrique;24;11000000;Gremio;Sassuolo;8000000
22/23;Artur;25;10000000;RB Bragantino;Palmeiras;8000000
22/23;Geronimo Rulli;30;10000000;Villarreal;Ajax;8000000
22/23;Jhon Lucumi;24;9000000;KRC Genk;Bologna;8000000
22/23;Cesar Montes;25;7000000;Monterrey;Espanyol;8000000
22/23;Alexander Bah;24;7000000;Slavia Prague;Benfica;8000000
22/23;El Bilal Toure;20;6500000;Stade Reims;UD Almeria;8000000
22/23;Ismael Kone;20;6000000;Montreal;Watford;8000000
22/23;Yann Sommer;34;5000000;Bor. M'gladbach;Bayern Munich;8000000
